515	78	1
515	77	1
516	106	1
517	59	1
517	26	1
517	28	1
517	106	1
517	97	1
517	4	1
517	140	1
517	141	1
518	106	1
519	106	1
519	141	1
520	141	1
521	106	1
521	142	1
522	106	1
523	106	1
523	119	1
524	119	1
525	59	1
526	106	1
527	32	1
528	32	1
529	59	1
530	119	1
531	65	1
532	94	1
533	32	1
534	32	1
535	119	1
536	143	1
537	32	1
538	32	1
539	65	1
540	59	1
540	143	1
540	119	1
541	59	1
542	130	1
543	32	1
544	106	1
544	119	1
544	143	1
545	106	1
546	130	1
547	32	1
548	59	1
549	106	1
550	119	1
551	32	1
552	14	1
552	32	1
552	62	1
553	78	1
553	71	1
554	108	1
555	119	1
555	122	1
555	125	1
555	126	1
555	127	1
556	20	1
556	59	1
557	26	1
557	28	1
558	130	1
558	134	1
559	6	1
559	130	1
559	134	1
560	65	1
560	128	1
561	106	1
562	18	1
562	59	1
562	98	1
562	129	1
562	130	1
562	133	1
562	32	1
563	18	1
563	59	1
563	98	1
563	2	1
563	32	1
564	119	1
565	106	1
566	130	1
567	106	1
568	124	1
568	61	1
568	119	1
568	29	1
568	106	1
568	10	1
568	2	1
568	30	1
568	32	1
569	65	1
570	78	1
570	77	1
571	32	1
572	105	1
573	119	1
574	20	1
574	106	1
574	113	1
574	119	1
574	145	1
575	119	1
576	59	1
577	59	1
578	106	1
578	119	1
579	142	1
580	45	1
580	56	1
580	86	1
580	119	1
581	130	1
581	106	1
582	106	1
583	99	1
584	106	1
585	8	1
585	106	1
586	133	1
587	106	1
587	59	1
588	106	1
589	106	1
590	119	1
591	32	1
592	59	1
593	56	1
593	106	1
593	119	1
593	124	1
593	130	1
594	106	1
595	29	1
596	131	1
596	119	1
597	42	1
597	69	1
597	41	1
597	100	1
598	42	1
598	59	1
598	131	1
599	106	1
600	32	1
601	32	1
602	59	1
602	119	1
602	101	1
603	2	1
604	32	1
605	65	1
605	128	1
605	91	1
605	32	1
606	20	1
607	20	1
608	119	1
609	119	1
610	106	1
610	59	1
610	82	1
610	102	1
610	103	1
610	116	1
610	142	1
611	106	1
612	119	1
613	26	1
613	28	1
614	106	1
615	106	1
616	106	1
617	106	1
618	56	1
618	106	1
618	119	1
618	124	1
618	130	1
619	100	1
620	106	1
621	116	1
622	116	1
623	43	1
623	93	1
623	101	1
623	119	1
623	133	1
624	31	1
625	131	1
626	59	1
626	143	1
626	106	1
627	59	1
627	143	1
627	146	1
628	106	1
629	106	1
630	77	1
631	59	1
631	143	1
632	59	1
632	143	1
632	146	1
633	59	1
634	32	1
635	106	1
636	59	1
637	78	1
638	119	1
639	106	1
640	106	1
641	45	1
641	137	1
642	47	1
643	59	1
644	59	1
645	119	1
646	59	1
646	143	1
647	106	1
647	128	1
648	128	1
649	119	1
649	124	1
650	20	1
650	59	1
650	106	1
650	2	1
650	82	1
650	119	1
650	130	1
651	119	1
652	106	1
653	32	1
654	119	1
655	56	1
655	106	1
655	119	1
655	124	1
655	130	1
656	116	1
657	56	1
657	106	1
657	119	1
657	124	1
657	130	1
658	65	1
658	128	1
659	119	1
659	93	1
660	106	1
661	119	1
662	80	1
663	131	1
663	42	1
663	119	1
664	100	1
665	32	1
666	106	1
666	119	1
667	59	1
667	101	1
668	59	1
668	106	1
669	59	1
669	106	1
670	106	1
671	26	1
671	28	1
672	106	1
673	106	1
674	136	1
675	1	1
675	68	1
675	89	1
676	59	1
676	106	1
677	119	1
677	65	1
678	106	1
679	73	1
680	32	1
680	106	1
680	119	1
681	32	1
681	106	1
681	119	1
682	32	1
682	106	1
682	119	1
683	32	1
683	106	1
683	119	1
684	32	1
684	106	1
684	119	1
685	32	1
685	106	1
685	119	1
686	18	1
686	20	1
686	0	1
686	1	1
686	106	1
687	87	1
688	106	1
688	119	1
689	143	1
690	32	1
691	45	1
692	59	1
692	82	1
692	102	1
692	103	1
692	116	1
693	32	1
694	116	1
695	59	1
695	88	1
695	42	1
695	119	1
696	32	1
697	59	1
697	119	1
698	119	1
699	59	1
700	119	1
701	106	1
702	106	1
703	131	1
703	87	1
703	106	1
704	106	1
705	42	1
706	42	1
707	106	1
708	130	1
708	57	1
708	59	1
708	101	1
708	106	1
708	119	1
709	32	1
710	2	1
710	32	1
710	119	1
711	128	1
712	32	1
713	119	1
714	106	1
715	119	1
715	124	1
716	130	1
717	32	1
718	56	1
718	106	1
718	119	1
718	124	1
718	130	1
719	106	1
720	130	1
721	106	1
722	94	1
723	99	1
724	140	1
724	141	1
724	142	1
724	145	1
725	32	1
726	59	1
726	143	1
726	106	1
727	119	1
728	119	1
729	99	1
730	130	1
731	116	1
732	59	1
732	118	1
733	119	1
734	78	1
735	130	1
736	119	1
737	26	1
737	28	1
737	106	1
737	59	1
737	119	1
738	130	1
738	106	1
738	128	1
739	101	1
740	80	1
740	46	1
740	79	1
741	59	1
742	59	1
743	124	1
743	59	1
743	119	1
744	94	1
745	78	1
746	80	1
747	78	1
747	77	1
748	119	1
748	124	1
749	106	1
749	8	1
750	59	1
751	59	1
752	128	1
753	31	1
754	59	1
754	143	1
754	106	1
755	130	1
755	134	1
756	6	1
756	130	1
757	6	1
757	130	1
757	134	1
758	32	1
758	51	1
758	56	1
758	82	1
758	106	1
759	119	1
759	124	1
760	78	1
760	77	1
761	6	1
761	130	1
762	59	1
763	130	1
764	32	1
765	130	1
765	134	1
766	106	1
766	128	1
767	56	1
768	119	1
769	106	1
770	27	1
770	59	1
770	84	1
770	106	1
770	119	1
770	124	1
771	119	1
772	119	1
773	72	1
774	59	1
775	131	1
776	59	1
776	143	1
777	106	1
777	119	1
777	128	1
777	30	1
778	130	1
778	134	1
779	106	1
780	108	1
780	31	1
781	108	1
782	7	1
782	13	1
782	59	1
782	135	1
783	21	1
783	24	1
784	142	1
785	6	1
785	130	1
785	134	1
786	106	1
787	130	1
788	94	1
789	78	1
790	142	1
791	59	1
792	59	1
792	119	1
792	106	1
793	119	1
794	59	1
794	63	1
794	87	1
795	31	1
796	119	1
797	32	1
798	59	1
798	25	1
799	59	1
800	99	1
801	99	1
802	99	1
803	59	1
804	59	1
805	59	1
806	59	1
807	99	1
808	59	1
809	59	1
810	99	1
811	59	1
812	59	1
813	106	1
814	143	1
815	102	1
815	106	1
815	59	1
816	6	1
816	130	1
816	134	1
817	114	1
817	59	1
818	72	1
819	32	1
820	106	1
821	78	1
822	32	1
823	18	1
823	59	1
823	98	1
823	111	1
824	32	1
825	106	1
826	106	1
826	119	1
827	59	1
828	32	1
829	32	1
830	59	1
830	130	1
831	119	1
832	59	1
832	119	1
833	119	1
834	55	1
835	32	1
836	78	1
836	77	1
837	59	1
838	32	1
839	94	1
839	59	1
839	106	1
839	26	1
839	28	1
839	119	1
839	128	1
840	32	1
841	32	1
841	33	1
841	34	1
841	36	1
841	106	1
841	119	1
841	124	1
842	32	1
843	142	1
843	143	1
844	142	1
844	143	1
845	119	1
846	106	1
847	130	1
847	17	1
847	59	1
847	69	1
847	94	1
847	119	1
848	128	1
849	143	1
850	65	1
851	32	1
851	34	1
851	130	1
852	32	1
853	32	1
854	59	1
855	59	1
855	82	1
855	102	1
855	103	1
855	116	1
856	106	1
857	59	1
857	73	1
858	59	1
858	106	1
858	143	1
858	119	1
859	32	1
860	11	1
860	119	1
860	56	1
860	57	1
860	120	1
860	121	1
860	122	1
860	123	1
860	124	1
861	59	1
862	8	1
862	59	1
863	106	1
864	94	1
865	74	1
865	73	1
865	75	1
866	94	1
867	57	1
868	3	1
869	59	1
870	59	1
871	106	1
872	32	1
873	56	1
874	32	1
875	32	1
876	32	1
877	78	1
878	80	1
878	81	1
879	106	1
880	78	1
881	106	1
882	106	1
883	59	1
883	106	1
883	119	1
884	27	1
884	59	1
884	84	1
884	106	1
884	119	1
884	124	1
885	32	1
